,imdb_id,genres,region,averageRating,numVotes,backdrop_path,budget,original_language,overview,poster_path,release_date,revenue,runtime,tagline,url_trailer,mot_cle,popularity,title,originalTitle,vote_count,vote_average
0,tt0052698,"Crime,Drama,Romance",FR,7.5,4269,https://image.tmdb.org/t/p/w500/2W1NFZ7E4OAhIVa8vZLbD1WWQ05.jpg,0,fr,"On crowded Milan streets, two men execute a split-second payroll heist-in broad daylight-then begin a lightning-paced getaway, via every conveyance available. But after all, when a tough guy's returning to France (where he's been sentenced to death in absentia) after holing up in Italy for nearly a decade, he's got to have some startup money--particularly if he's going back with the wife and kids.",https://image.tmdb.org/t/p/w500/uMiuUAlPwiWDKSgu4SoShpzvMR.jpg,1960,0,110,Tough Gangster Action,,"['friends', 'fugitive', 'police chase', 'criminal', 'french noir']",5.843,Classe tous risques,Classe tous risques,109,7.05
1,tt0052811,"Crime,Drama,Thriller",FR,6.9,2319,https://image.tmdb.org/t/p/w500/lmC20MRqpS9BBFYkFm1J1adcCiY.jpg,0,en,Edinburgh surgeon Dr. Robert Knox requires cadavers for his research into the functioning of the human body; local ne'er-do-wells Burke and Hare find ways to provide him with fresh specimens...,https://image.tmdb.org/t/p/w500/9crqR3YowhiT7UMb7FEZTVfKFXf.jpg,1960,0,94,Coffins Looted! Cadavers Dissected!,,"['experiment', 'surgeon', 'body snatchers']",2.618,L'impasse aux Violences,The Flesh and the Fiends,44,6.557
2,tt0052832,"Drama,Romance",FR,7.1,7122,https://image.tmdb.org/t/p/w500/yciP2XXtEmhEDeAEfBmlLDso1GM.jpg,0,en,"Val Xavier, a drifter of obscure origins, arrives at a small town and gets a job in a store run by Lady Torrence. Her husband, Jabe M. Torrance, is dying of cancer. Val is pursued by Carol Cutere, the enigmatic local tramp-of-good-family.",https://image.tmdb.org/t/p/w500/ta2ircBtQs8EZXe6QznCI5J6N3i.jpg,1960,0,119,With a guitar and a snake skin jacket he drifted out of the rain...and into the lives of these two women...,https://www.youtube.com/watch?v=HfcOy1vgSic,['black and white'],5.982,L'Homme à la peau de serpent,The Fugitive Kind,101,6.891
3,tt0052961,"Drama,War",FR,7.6,2588,https://image.tmdb.org/t/p/w500/b0JdDWFV5q797ptrZpVscKN46Ub.jpg,0,it,"Determined to survive at any price, Edith, a young Jewish woman deported to an extermination camp, manages to survive by accepting the role of kapo, a privileged prisoner whose mission is to ruthlessly guard other prisoners.",https://image.tmdb.org/t/p/w500/lAd0NUnvTFkgcwbJmbx0sffn7Bk.jpg,1960,0,117,,,['concentration camp'],5.454,Kapò,Kapò,72,6.91
4,tt0052997,"Comedy,Crime,Drama",FR,7.2,5270,https://image.tmdb.org/t/p/w500/wRNLvGcqzne6wZ5YiEFOo9dckPi.jpg,0,en,"Involuntarily-retired Colonel Hyde recruits seven other dissatisfied ex-servicemen for a special project. Each of the men has a skeleton in the cupboard, is short of money, and is a service-trained expert in his field. The job is a bank robbery, and military discipline and planning are imposed by Hyde and second-in-command Race on the team, although civilian irritations do start getting in the way.",https://image.tmdb.org/t/p/w500/6lJvpL5Z3qZxegmJHUpjGsWROtW.jpg,1960,0,116,What is the league ... Who are the gentlemen ?,,"['war veteran', 'bank robber', 'gang of thieves', 'heist']",5.157,Hold-up à Londres,The League of Gentlemen,86,7.052
5,tt0053106,"Adventure,Drama",FR,7.8,4215,https://image.tmdb.org/t/p/w500/lCxKoS6zdWDohqm3rqyRipErb9L.jpg,0,ru,"Four geologists are searching for diamonds in the wilderness of Siberia. After a long and tiresome journey they manage to find their luck and put the diamond mine on the map. The map must be delivered back to Moscow. But on the day of their departure a terrible forest fire wreaks havoc, and the geologists get trapped in the woods.",https://image.tmdb.org/t/p/w500/5jtn00Lv0YjVvyQEj29o4UkRs1w.jpg,1960,0,97,,https://www.youtube.com/watch?v=XCB6kuOQn1g,"['human vs nature', 'diamond', 'wilderness', 'unrequited love', 'nature', 'geologist', 'siberia', 'forest fire']",3.711,La lettre inachevée,Neotpravlennoye pismo,104,7.139
6,tt0053279,Drama,FR,7.2,2340,https://image.tmdb.org/t/p/w500/fNJrIhjpfi8qbePVEcsjMtzvXFz.jpg,0,fr,"An American in Paris lives by sponging off his working friends, and throws a party using borrowed money when his rich American aunt dies, believing firmly in his horoscope.",https://image.tmdb.org/t/p/w500/b5jY3jyISYMY0ReGjqtbgaPq7dr.jpg,1962,0,103,,,[],2.998,Le signe du lion,Le signe du lion,52,6.933
7,tt0053459,"Drama,Horror",FR,7.6,35082,https://image.tmdb.org/t/p/w500/m9c23iVQk7oh6CwhiOjDYwLzniu.jpg,0,fr,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",https://image.tmdb.org/t/p/w500/8y7Z9Gvcq52uOlJlUWyn2epGGRd.jpg,1960,58656,84,Beautiful women were the victims of his fiendish facials.,,"['experiment', 'surgeon', 'film noir', 'photograph', 'scientist', 'transplant', 'dove', 'ulcer']",9.055,Les yeux sans visage,Les yeux sans visage,678,7.59
8,tt0053472,"Crime,Drama",FR,7.7,87835,https://image.tmdb.org/t/p/w500/5VGmkeXybclhOqBaLprigVG9Ucz.jpg,0,fr,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",https://image.tmdb.org/t/p/w500/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg,1960,0,90,,https://www.youtube.com/watch?v=MmDDJWSNr9E,"['hotel room', 'dying and death', 'newspaper', 'journalist', 'friendship', 'paris, france', 'fight', 'loss of loved one', 'gun', 'car thief', 'marseille, france', 'journalism', 'smoking', 'on the run', 'financial transactions', 'extramarital affair', 'french noir', 'runaway couple', 'nouvelle vague', 'fugitive lovers']",13.45,À bout de souffle,À bout de souffle,1726,7.548
9,tt0053580,"Adventure,Drama,History",FR,6.8,17681,https://image.tmdb.org/t/p/w500/8E70qKgcGWLTZuNFsAwZFZXFji.jpg,12000000,en,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.,https://image.tmdb.org/t/p/w500/54KNQfJnYZwhI3sPYyjXtptWGfg.jpg,1960,7900000,167,The Mission That Became a Fortress! The Fortress That Became a Shrine!,,"['texas', 'assault', 'alamo', 'mexican army']",13.58,Alamo,The Alamo,329,7.172
10,tt0053619,"Drama,Mystery,Romance",FR,7.7,32596,https://image.tmdb.org/t/p/w500/nJT9XUVgvjWwZ1xhUt890V1uiwW.jpg,0,it,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",https://image.tmdb.org/t/p/w500/waQPqPYLouGJXDYGqXmpyLN4PLA.jpg,1960,0,144,A new adventure in filmmaking...,,"['island', 'mediterranean', 'police', 'architect', 'boating trip']",10.079,L'avventura,L'avventura,651,7.519
11,tt0053622,"Drama,Romance",FR,6.3,7278,https://image.tmdb.org/t/p/w500/AoQqDYm9Nli8idc1JBEDnuO07oH.jpg,0,en,"The story about Gloria Wandrous, a promiscuous fashion model, who falls in love with Weston Liggett, the hard drinking son of a working class family who has married into money.",https://image.tmdb.org/t/p/w500/zwMaEBrNWFv9I9NiJVNTQ8znAM4.jpg,1960,0,109,She must hold many men in her arms to find the one man she could LOVE!,,"['pianist', 'modeling', 'marrying money', '1930s', 'mink coat']",8.071,Vénus au vison,BUtterfield 8,85,6.3
12,tt0053643,"Comedy,Drama",FR,7.3,1854,https://image.tmdb.org/t/p/w500/2aYy647MNqmEfo0D0kM7LnrlnLx.jpg,0,it,"Problems arise for Antonio Magnano when he is unable to consummate his marriage to the beautiful Barbara Puglisi and his virility is called into question. Despite the fact that he loves his beautiful wife and they have otherwise been happily married for a year, his problem becomes a source of contention for all concerned.",https://image.tmdb.org/t/p/w500/j3inmLWDgtFqXSG8sdAZ75dzpZj.jpg,1960,0,99,...the frank story of a marital challenge,,"['impotence', 'marriage', 'consumerism', 'gossip', 'virility']",4.468,Le bel Antonio,Il bell'Antonio,95,7.2
13,tt0053666,"Drama,Mystery,Romance",FR,7.2,3174,https://image.tmdb.org/t/p/w500/7Wht4ckYWNyT0qDzjcE9Wm22y4v.jpg,0,fr,Four Parisian women navigate the world of romance and daily life looking to fulfill their dreams.,https://image.tmdb.org/t/p/w500/lro6PSrHaO97BTWgJqYC47uvtba.jpg,1960,0,100,,,"['paris, france', 'tiger', 'homicide', 'roommate', 'night life', 'zoo', 'female friendship', 'stalker', 'biker', 'swimming pool', 'premonition', 'motorcycle', 'music hall', 'new wave', 'shopgirl', '1960s']",3.031,Les bonnes femmes,Les bonnes femmes,62,6.306
14,tt0053825,"Drama,Western",FR,6.5,4064,https://image.tmdb.org/t/p/w500/fpDTQ9DGrhsXpCFrq2XwQnnGHg.jpg,0,en,"Sam Burton's second wife is a Kiowa, and their son is therefore born mixed-race. When a struggle starts between the whites and the native Kiowas, the Burton family is split between loyalties.",https://image.tmdb.org/t/p/w500/xdDKj2Vnl1WKzdHl7S4eGPIFw6O.jpg,1960,0,92,CHOOSE!... Between your white father and your Kiowa mother !,,['native american'],7.783,Les rôdeurs de la plaine,Flaming Star,84,6.5
15,tt0053849,"Biography,Drama,War",FR,7.1,1891,https://image.tmdb.org/t/p/w500/iceLLX7erAn12ZT9ZVLuN8vxFht.jpg,0,en,"A semi-documentary dramatization of five weeks in the life of Vice Admiral William F. ""Bull"" Halsey, Jr., from his assignment to command the U.S. naval operations in the South Pacific to the Allied victory at Guadalcanal.",https://image.tmdb.org/t/p/w500/7YKWqCWnSfE3fJB2lLUAiQOu0ol.jpg,1960,0,115,They Called Him the Bull of the Pacific...His Name Was Halsey..But the Enemy Spelled it Hell!,,"['u.s. navy', 'american', 'admiral']",3.605,Le héros du Pacifique,The Gallant Hours,16,6.6
16,tt0053877,"Comedy,Drama,Romance",FR,6.5,5834,https://image.tmdb.org/t/p/w500/wy4qzLQ72xBHqzSeEuTDT8iGFb9.jpg,0,en,"Victor and Hillary are down on their luck to the point that they allow tourists to take guided tours of their castle. But Charles Delacro, a millionaire oil tycoon, visits, and takes a liking to more than the house. Soon, Hattie Durant gets involved and they have a good old fashioned love triangle.",https://image.tmdb.org/t/p/w500/uWxx95JGU3gcWAU7fVzHa0TAs0w.jpg,1960,6000000,104,Ever See a Four-Sided Triangle?,,"['infidelity', 'love triangle', 'romantic comedy', 'based on play or musical', 'countess', 'misunderstanding', 'millionaire', 'oil tycoon', 'earl', 'romantic misunderstanding', 'comedy of remarriage', 'romantic']",7.44,"Ailleurs, l'herbe est plus verte",The Grass Is Greener,121,6.291
17,tt0053879,"Comedy,Drama",FR,6.9,1705,https://image.tmdb.org/t/p/w500/vMcjWMPfqApH2kK3jKcnZsD07za.jpg,0,en,"Fictionalized account of Ferdinand Waldo Demara Jr., who stole or created fictional identities and worked in a variety of occupations, most quite successfully.",https://image.tmdb.org/t/p/w500/zR94mb6ss0GG2qkfGe2szViWPwy.jpg,1960,0,112,Will the Real Fred Demara Please Stand Up??,,[],3.759,Le roi des imposteurs,The Great Impostor,20,6.925
18,tt0053900,"Crime,Thriller",FR,7.0,1380,https://image.tmdb.org/t/p/w500/3vEiaBmimRIs9RgmBCh3qQEqkTw.jpg,0,en,"Set in Manchester, heartland of England's industrial north, Don Starling escapes from jail becoming England's most wanted man. Ruthless villain Starling together with his cronies engineered a robbery that resulted in the violent death of a young girl. Detective Inspector Martineau has been assigned to hunt him down and bring him in. From seedy barrooms, through gambling dens the trail leads to an explosive climax high on the rooftops of the city.",https://image.tmdb.org/t/p/w500/iG0rItDagvFyU3bVyaAwiXOTk2x.jpg,1960,0,98,Murder money stained his hands....,,"['robbery', 'northern england', 'based on novel or book', 'police', 'film noir', 'murder', 'fugitive', 'police inspector']",3.333,Un homme pour le bagne,Hell Is a City,26,6.6
19,tt0053957,"Comedy,Drama",FR,6.3,3142,https://image.tmdb.org/t/p/w500/gpcT1CoDhELgNtKF3NEulJBtjRB.jpg,0,en,"Mike Hamilton, a Philadelphia lawyer, comes to Naples to settle the estate of his long estranged ""black sheep"" brother. Once there, he discovers that the deceased has left an 8 year old boy who is being raised by Michael's sister-in-law Lucia Curcio. To make matters worse, Lucia happens to be a sexy nightclub dancer.",https://image.tmdb.org/t/p/w500/cqgViygbWqqGJs1AOPKRcKEj4rg.jpg,1960,0,100,You'll want to be there when the fun starts!,,"['island', 'nightclub', 'custody battle', 'naples, italy']",5.017,C'est arrivé à Naples,It Started in Naples,72,6.326
20,tt0054047,"Action,Adventure,Drama",FR,7.7,102419,https://image.tmdb.org/t/p/w500/2aC3284N1p86o6S4Uyj9AaryYeR.jpg,2000000,en,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,https://image.tmdb.org/t/p/w500/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg,1960,4905000,127,They were seven - And they fought like seven hundred!,,"['friendship', 'village', 'horse', 'remake', 'bandit', 'farmer', 'cowboy', ""white man's burden"", 'henry rifle', 'hired gun']",38.688,Les 7 mercenaires,The Magnificent Seven,1692,7.521
21,tt0054049,Comedy,FR,7.0,1129,https://image.tmdb.org/t/p/w500/ghtleNa8N2xxSYYIs10tJCQnCN.jpg,0,en,"In a mansion block in Knightsbridge, a gang of middle-aged biddies decide to brighten up ""the dullness of the tea time of life"" by staging a series of robberies on furriers, then donating the proceeds to charitable concerns. Terry Thomas as a retired army officer leads the gang, which includes Athene Seyler and Hattie Jacques, on a series of capers that nearly go awry when their maid, Billie Whitelaw, an ex-con and also a resident of the block, falls for a police officer.",https://image.tmdb.org/t/p/w500/eLClqmwoW0XCP3hHcpVy8bFIDS6.jpg,1960,0,101,A jolly good show indeed.,,"['london, england', 'robbery', 'england', 'charity', 'fur', 'romance', 'caper', 'fur coat', 'disguise', 'policeman', 'dame', 'illegal gambling', 'steal', 'mink coat', 'kensington']",1.598,Un vison pour mademoiselle,Make Mine Mink,15,7.1
22,tt0054073,Drama,FR,7.8,3232,https://image.tmdb.org/t/p/w500/oAox7z3d94YqwRHTrQOyEZooK94.jpg,0,bn,"The tragic story of the beautiful daughter of a middle-class refugee family from East Pakistan. Neeta, the protagonist, sacrifices everything for her unappreciative family.",https://image.tmdb.org/t/p/w500/zHcp7d8yMlxSbPP43V1v9DJnRoU.jpg,1960,0,127,,,"['self sacrifice', 'refugee', 'poverty', 'calcutta']",2.596,Etoile cachée,Meghe Dhaka Tara,47,7.3
23,tt0054084,"Crime,Mystery,Thriller",FR,6.7,6019,https://image.tmdb.org/t/p/w500/rjrPDxSDTdzcvMyV83wZmnNpg1k.jpg,0,en,Kit Preston begins to unravel when she receives threatening telephone calls informing her she's soon to be murdered.,https://image.tmdb.org/t/p/w500/38Ecelc4OcR9Ci5sHwhwkvctDrW.jpg,1960,7400000,108,Even with the arms of her love around her...she still felt the menace of that voice in the night!,,"['london, england', 'suspicion', 'threat of death', 'cowardliness']",6.221,Piège à minuit,Midnight Lace,111,6.495
24,tt0054091,Drama,FR,6.9,1171,https://image.tmdb.org/t/p/w500/7mzqRltG7gWEtAX4CM6lfcelS4L.jpg,0,fr,"Anne Desbarèdes is a young woman who is married to a wealthy businessman and lives a monotonous existence in the small commune town of Blaye. After indirectly witnessing a murder in a café, she returns to the scene of the crime the next day and meets Chauvin, who informs her in more detail about the events that took place. Mentally unbalanced, Anne begins to believe that Chauvin intends to kill her.",https://image.tmdb.org/t/p/w500/Gti1xNWrLOOefC1bmcK9ku0HqE.jpg,1960,0,91,,,"['murder', 'wealthy', 'witness to murder', 'literary adaptation']",5.653,Moderato cantabile,Moderato cantabile,38,6.1
25,tt0054095,"Drama,War",FR,6.2,1070,https://image.tmdb.org/t/p/w500/qEx0Ua1bZe5AHvGmHYOTZk2EyB9.jpg,0,en,"In 1944, in eastern part of China, U.S.Army Major Baldwin and his volunteer team of demolition engineers are left behind the retreating Chinese forces. Their task is to slow down the Japanese advance into eastern China by blowing up bridges, roads, airfields and munitions dumps. They start by blowing up an American airfield and ammo dump. They receive the order to destroy a vital bridge over a mountain pass.The team uses a few army trucks to move around. At the bridge, they encounter a Nationalist Chinese Army unit in charge of guarding the bridge. Thanks to an American soldier who speaks some Chinese, Major Baldwin requests the permission, from the Chinese commander, to blow up the bridge.The Chinese colonel agrees but asks the American Major to do him a favor by also destroying a munitions dump located at some distance away.He also requests that Madame Sue-Mei Hung, the widow of a Chinese colonel, be transported by the American demolition team to the nearest major town.",https://image.tmdb.org/t/p/w500/tque09rnTRS1qUQhZPVMlc1aLx3.jpg,1960,0,102,Flaming skies... blasted earth... the touch of love!,,"['china', 'based on novel or book', 'epilepsy', 'bandit']",2.154,Commando de destruction,The Mountain Road,7,6.3
26,tt0054115,"Crime,Drama,Thriller",FR,7.1,1690,https://image.tmdb.org/t/p/w500/2ur9ZsXcGXKZarnKud7wv9ApwXS.jpg,0,en,"John Cummings, an unsuccessful cosmetics salesman, has his unpaid-for car stolen by one of the hoods in the employ of Lionel Meadows, the sadistic organizer of a London car conversion racket. The car was not insured, and since the police appear indifferent to his plight, Cummings decides to find it himself -- and gets himself involved in an underworld battle.",https://image.tmdb.org/t/p/w500/7F3QYIboc5JFy58wMXxJwCypQIs.jpg,1960,0,90,Peter Sellers in a new and exciting role!,,"['film noir', 'british noir']",2.341,Jusqu'au bout,Never Let Go,24,6.583
27,tt0054127,"Comedy,Romance,Western",FR,6.9,8478,https://image.tmdb.org/t/p/w500/o7DdGVf6pM3LUSO0st9p1eUTgax.jpg,3500000,en,"Sam and George strike gold in Alaska. George sends Sam to Seattle to bring George's fiancé back to Alaska. Sam finds she is already married, and returns instead with Angel. Sam, after trying to get George and Angel together, finally romances Angel, who, in the meantime, is busy fighting off the advances of George's younger brother, Billy.",https://image.tmdb.org/t/p/w500/1HSf0NsKtEy2w5qIJqpP5BppZkL.jpg,1960,0,122,"These were the adventures . . . fighting, laughing and brawling their way from Seattle to Nome!",,"['gold', 'gold rush', 'alaska']",7.131,Le Grand Sam,North to Alaska,104,6.611
28,tt0054130,Drama,FR,7.9,23996,https://image.tmdb.org/t/p/w500/p7xReCSm4lSmStrQdHWVuLEdL2Q.jpg,0,it,A day in the life of an unfaithful married couple and their steadily deteriorating relationship in Milan.,https://image.tmdb.org/t/p/w500/32Z0Vsrt9LGAiBBwTKR8L9B3ICa.jpg,1961,0,122,A new genre of motion picture... to make you think and feel.,,"['infidelity', 'milan', 'hospital', 'writer', 'socialite party']",9.99,La Nuit,La notte,633,7.929
29,tt0054135,"Comedy,Crime,Music",FR,6.5,25158,https://image.tmdb.org/t/p/w500/4svggv4gfe6vHsrGpaRMzrXLozt.jpg,0,en,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,https://image.tmdb.org/t/p/w500/A4R6u7SidBPVXMVzGSysCiRGTRz.jpg,1960,2800000,127,Just Danny Ocean and his 11 pals.,,"[""new year's eve"", 'robbery', 'casino', 'italian american', 'gambling', 'perfect crime', 'rat pack', 'thief', 'hoodlum', 'duringcreditsstinger', 'technicolor']",11.832,L'inconnu de Las Vegas,Ocean's Eleven,323,6.373
30,tt0054156,"Drama,Mystery,Thriller",FR,6.7,2711,https://image.tmdb.org/t/p/w500/biJMHfwb1yaH2W9OwIt3n6RtVbS.jpg,0,fr,A young woman joins a theatrical troupe where she slowly believes that the director is involved with a secret group and that he is in grave danger.,https://image.tmdb.org/t/p/w500/15y4PbemsytUq36pgOVOQTZw5Qt.jpg,1961,0,141,,,"['paris, france', 'paranoia', 'femme fatale', 'expatriate', 'theater troupe', 'shakespearean actor', 'bohemians', 'immigrant life', 'multiple suicide', 'cold war era']",5.121,Paris nous appartient,Paris nous appartient,66,6.5
31,tt0054167,"Drama,Horror,Thriller",FR,7.6,39189,https://image.tmdb.org/t/p/w500/to2l5XjusKTekMnVOC0SdplssHR.jpg,150000,en,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",https://image.tmdb.org/t/p/w500/kCFJ1EBTGAYreKlD2wedU2HWHrO.jpg,1960,83957,101,What made this the most diabolical murder weapon ever used?,,"['photography', 'cinematographer', 'illegal prostitution', 'voyeurism', 'proto-slasher']",12.761,Le voyeur,Peeping Tom,748,7.44
32,tt0054188,"Comedy,Family,Romance",FR,6.4,4908,https://image.tmdb.org/t/p/w500/hq1jfoAONPe4USBFEjFWXgquJSy.jpg,1775000,en,"Drama critic Larry Mackay, his wife Kate and their four sons move from their crowded Manhattan apartment to an old house in the country. While housewife Kate settles into suburban life, Larry continues to enjoy the theater and party scene of New York.",https://image.tmdb.org/t/p/w500/fuR4JH6Z0lxZsLzNeUItgVqeIcI.jpg,1960,5150000,112,The Uproarious Movie From The Big Best-Seller!,,"['professor', 'romantic comedy', 'critic']",5.37,Ne mangez pas les marguerites,Please Don't Eat the Daisies,69,6.159
33,tt0054189,"Crime,Drama,Thriller",FR,7.7,19226,https://image.tmdb.org/t/p/w500/uCTAsubXTsK4rJXbZB6B1e2WUzj.jpg,0,fr,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",https://image.tmdb.org/t/p/w500/7n1KNXs4OFfeVLjJ3g10M8oK1fM.jpg,1960,0,115,Passion at ten. Envy at eleven. Murder at noon.,https://www.youtube.com/watch?v=0HybSnzgpDA,"['sailboat', 'plan', 'dual identity', 'based on novel or book', 'police', 'poker', 'sailing', 'millionaire', 'french noir', 'forger']",11.445,Plein soleil,Plein soleil,441,7.585
34,tt0054197,"Crime,Drama,Mystery",FR,6.3,1785,https://image.tmdb.org/t/p/w500/k5IM83Gb053ODBSccVFl1oZGrJ9.jpg,1400000,en,A pair of lovers plot to kill the woman's rich husband.,https://image.tmdb.org/t/p/w500/Aev5PXbTpOlNrat44ljgibZH8br.jpg,1960,9200000,112,They touched...and an evil spark was struck!,https://www.youtube.com/watch?v=LYPYKyLmPxc,"['based on play or musical', 'disposing of a dead body', 'neo-noir', 'murder plot', 'abusive husband', 'adulterous wife', 'plot twist']",2.705,Meurtre sans faire-part,Portrait in Black,21,5.6
35,tt0054198,"Comedy,Drama,Romance",FR,7.3,6143,https://image.tmdb.org/t/p/w500/ivLSrAyPv9BLRl5lYynMkCAkCqc.jpg,151000,el,An American scholar in Greece sets about improving the prostitute with whom he is infatuated.,https://image.tmdb.org/t/p/w500/6039N7mO84UPNXcqcUIPph89yvz.jpg,1960,8000000,91,The Happy Street-Walker of Piraeus...,,"['prostitute', 'greece', 'pygmalion']",4.699,Jamais le dimanche,Pote tin Kyriaki,64,6.781
36,tt0054215,"Horror,Mystery,Thriller",FR,8.5,717400,https://image.tmdb.org/t/p/w500/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg,806947,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,1960,0,109,A new—and altogether different—screen excitement!,https://www.youtube.com/watch?v=BSuMxSyyKlU,"['hotel', 'clerk', 'shower', 'arizona', 'motel', 'stolen money', 'taxidermy', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'mental illness', 'private detective', 'missing person', 'psycho', 'voyeurism', 'voyeur', 'oedipus complex', 'double identity', 'proto-slasher', 'mother son relationship', 'birds', 'whodunnit', 'woman on the run', 'corruptibility', 'confused identities', 'human vulnerabilities']",32.891,Psychose,Psycho,9726,8.434
37,tt0054225,"Drama,Romance",FR,7.5,2452,https://image.tmdb.org/t/p/w500/nBWEacZYbWcslKSyNGUI4zvYpzU.jpg,0,it,"Lorenzo, who's 16 and born to a wealthy family in Parma, tries to make things right toward a showgirl, Aida, whom his older brother has mistreated. In extending kindness and standing up for her, he comes of age. But, is there anything he can do that will alter Aida's situation or her prospects?",https://image.tmdb.org/t/p/w500/qXuwtz0OYSIVCZ53CnJkWW6calC.jpg,1961,0,121,,,[],7.798,La fille à la valise,La ragazza con la valigia,86,7.2
38,tt0054248,"Crime,Drama,Sport",FR,8.2,21163,https://image.tmdb.org/t/p/w500/oc7FZ5DFRYa7wMm1q20yqljmSsm.jpg,0,it,"When a impoverished widow’s family moves to the big city, two of her five sons become romantic rivals with deadly results.",https://image.tmdb.org/t/p/w500/pngL8AraChIDOiWnKF2o3S9kJzJ.jpg,1960,0,178,DARING in its realism. STUNNING in its impact. BREATHTAKING in its scope.,,"['work', 'prostitute', 'sibling relationship', 'parent child relationship', 'widow', 'milan', 'boxer', 'love', 'murder', 'working class', 'illegal prostitution', 'matriarch']",11.234,Rocco et ses frères,Rocco e i suoi fratelli,553,8.052
39,tt0054295,"Comedy,Crime,Drama",FR,6.5,1750,https://image.tmdb.org/t/p/w500/oQl4cEQWa6NoT5Qux1FfTXdTJKS.jpg,0,en,A discredited professor and a sophisticated thief decide to join together and pick a team to pull off one last job--the casino vault in Monte Carlo.,https://image.tmdb.org/t/p/w500/6yWo5PtqR2KhhZxp08lCRqGUKyY.jpg,1960,0,102,The robbery that rocked Monte Carlo!,,"['robbery', 'monte carlo', 'heist']",3.21,Les sept voleurs,Seven Thieves,29,6.6
40,tt0054310,"Action,Drama,History",FR,7.2,8304,https://image.tmdb.org/t/p/w500/5CgGxCHtMtxe0EGjrAsHkqEhllX.jpg,0,en,"The story of the breakout of the German battleship Bismarck—accompanied by the heavy cruiser Prinz Eugen—during the early days of World War II. The Bismarck and her sister ship, Tirpitz, were the most powerful battleships in the European theater of World War II. The British Navy must find and destroy Bismarck before it can escape into the convoy lanes to inflict severe damage on the cargo shipping which was the lifeblood of the British Isles. With eight 15 inch guns, it was capable of destroying every ship in a convoy while remaining beyond the range of all Royal Navy warships.",https://image.tmdb.org/t/p/w500/5U2tZyrFFGn7r7gLMz4a8mQLPe6.jpg,1960,0,97,Personal! Powerful! Human! Heroic!,,"['based on novel or book', 'world war ii', 'based on true story', 'north atlantic', 'naval combat', 'naval warfare', 'german navy', 'royal nave']",6.923,Coulez le Bismarck!,Sink the Bismarck!,97,6.773
41,tt0054387,"Adventure,Romance,Sci-Fi",FR,7.5,44785,https://image.tmdb.org/t/p/w500/bUA6Fu0C2jGqrjn0A9AJwTRpq41.jpg,750000,en,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,https://image.tmdb.org/t/p/w500/cq2kBK4t0ADB3Nc83NQ16TZqCiM.jpg,1960,0,103,You Will Orbit into the Fantastic Future!,,"['future', 'london, england', 'based on novel or book', 'inventor', 'dystopia', 'time travel', 'time machine', 'victorian england', 'distant future', 'steampunk', 'underground civilization', 'morlock']",14.374,La Machine à explorer le temps,The Time Machine,787,7.36
